Type,ID,Lat,Lon,Alt,Speed,Radius
P,PacmanFromMouse #0,32.10541836180157,35.202979408929465,0.0,1,1
P,PacmanFromMouse #1,32.105388105590414,35.203720344026905,0.0,1,1
P,PacmanFromMouse #2,32.105388105590414,35.20456007047094,0.0,1,1
P,PacmanFromMouse #3,32.105400208074876,35.205152818549344,0.0,1,1
P,PacmanFromMouse #4,32.10543046428604,35.205985488469516,0.0,1,1
P,PacmanFromMouse #5,32.1054244130438,35.20681110186568,0.0,1,1
P,PacmanFromMouse #6,32.10543651552827,35.20767905441136,0.0,1,1
P,PacmanFromMouse #7,32.105400208074876,35.208539950433455,0.0,1,1
P,PacmanFromMouse #8,32.10540625931711,35.20917503766375,0.0,1,1
P,PacmanFromMouse #9,32.10546072049719,35.210085329361966,0.0,1,1
P,PacmanFromMouse #10,32.10530338819917,35.21089682971471,0.0,1,1
P,PacmanFromMouse #11,32.10530338819917,35.21141195602646,0.0,1,1
P,PacmanFromMouse #12,32.10209017857163,35.202838278434726,0.0,1,1
P,PacmanFromMouse #13,32.10202361490694,35.20357921353214,0.0,1,1
P,PacmanFromMouse #14,32.102029666149186,35.20437660082767,0.0,1,1
P,PacmanFromMouse #15,32.102053871118166,35.20516693159883,0.0,1,1
P,PacmanFromMouse #16,32.102053871118166,35.2056961709548,0.0,1,1
P,PacmanFromMouse #17,32.102053871118166,35.20646533215266,0.0,1,1
P,PacmanFromMouse #18,32.102065973602656,35.20728388902457,0.0,1,1
P,PacmanFromMouse #19,32.10204781987592,35.20812361547179,0.0,1,1
P,PacmanFromMouse #20,32.10204781987592,35.20887160709807,0.0,1,1
P,PacmanFromMouse #21,32.102084127329384,35.20974661617172,0.0,1,1
P,PacmanFromMouse #22,32.10209017857163,35.21033230773002,0.0,1,1
P,PacmanFromMouse #23,32.10211438354061,35.210854490565836,0.0,1,1
P,PacmanFromMouse #24,32.10224145962773,35.21133433425341,0.0,1,1
P,PacmanFromMouse #25,32.10248350931743,35.21163070829604,0.0,1,1
P,PacmanFromMouse #26,32.10273766149155,35.21214583460884,0.0,1,1
P,PacmanFromMouse #27,32.10312494099486,35.21235753035405,0.0,1,1
P,PacmanFromMouse #28,32.10255007298209,35.202767713187356,0.0,1,1
P,PacmanFromMouse #29,32.10295550621218,35.20265480879157,0.0,1,1
P,PacmanFromMouse #30,32.105152107143375,35.20263363921736,0.0,1,1
P,PacmanFromMouse #31,32.105254978261314,35.212124665034324,0.0,1,1
F,FruitFromMouse #0,32.10486164751624,35.203000578503676,0.0
F,FruitFromMouse #1,32.1046680077648,35.20294412630578,0.0
F,FruitFromMouse #2,32.10446831677112,35.20294412630578,0.0
F,FruitFromMouse #3,32.104268625777415,35.20293001325631,0.0
F,FruitFromMouse #4,32.10405683229923,35.20293001325631,0.0
F,FruitFromMouse #5,32.10386924378995,35.20291590020683,0.0
F,FruitFromMouse #6,32.103609040373826,35.202887674107885,0.0
F,FruitFromMouse #7,32.104250472050715,35.20303586112736,0.0
F,FruitFromMouse #8,32.104244420808485,35.2034028004137,0.0
F,FruitFromMouse #9,32.104250472050715,35.203522761334234,0.0
F,FruitFromMouse #10,32.104280728261884,35.203762683175334,0.0
F,FruitFromMouse #11,32.10477693012499,35.20379090927429,0.0
F,FruitFromMouse #12,32.10463170031141,35.20379090927429,0.0
F,FruitFromMouse #13,32.10453488043568,35.20379090927429,0.0
F,FruitFromMouse #14,32.10438965062209,35.20377679622481,0.0
F,FruitFromMouse #15,32.10422626708178,35.20377679622481,0.0
F,FruitFromMouse #16,32.10405683229923,35.20377679622481,0.0
F,FruitFromMouse #17,32.10387529503219,35.2037556266506,0.0
F,FruitFromMouse #18,32.10373611646078,35.2037556266506,0.0
F,FruitFromMouse #19,32.10367560403842,35.2037556266506,0.0
F,FruitFromMouse #20,32.10471036646043,35.20520221422256,0.0
F,FruitFromMouse #21,32.10471641770266,35.20503991415344,0.0
F,FruitFromMouse #22,32.10471641770266,35.20488467060908,0.0
F,FruitFromMouse #23,32.10469221273373,35.2046376922431,0.0
F,FruitFromMouse #24,32.10469221273373,35.20445422259982,0.0
F,FruitFromMouse #25,32.10469221273373,35.20436954430293,0.0
F,FruitFromMouse #26,32.10454698292015,35.20430603558027,0.0
F,FruitFromMouse #27,32.10444411180219,35.20428486600604,0.0
F,FruitFromMouse #28,32.10422021583955,35.204256639907086,0.0
F,FruitFromMouse #29,32.10395396118124,35.20424958338234,0.0
F,FruitFromMouse #30,32.10385714130548,35.20424958338234,0.0
F,FruitFromMouse #31,32.10373006521854,35.204242526857605,0.0
F,FruitFromMouse #32,32.10366350155395,35.204242526857605,0.0
F,FruitFromMouse #33,32.103615091616064,35.20438365735241,0.0
F,FruitFromMouse #34,32.103615091616064,35.20463063571835,0.0
F,FruitFromMouse #35,32.10363929658501,35.20482116188639,0.0
F,FruitFromMouse #36,32.103645347827246,35.205032857628694,0.0
